Индекс;Станция (RU);Страна;Широта;Долгота;H над ур.моря, м;Часовой пояс;Станция (EN)
72242;Галвестон;Соединенные Штаты Америки;29,30;265,20;2;-7;Galveston, tx.
72243;Хьюстон;Соединенные Штаты Америки;29,96;264,65;30;-7;Houston/Intercontinental, tx.
72244;;Соединенные Штаты Америки;29,64;264,72;15;-7;Houston, Tx William P Hobby Arpt
72247;Лонгвью;Соединенные Штаты Америки;32,35;265,35;124;-7;Longview, tx.
72248;Шривпорт;Соединенные Штаты Америки;32,45;266,15;85;-7;Shreveport/reg., la.
72249;Форт-Уэрт;Соединенные Штаты Америки;32,83;262,70;195;-7;Ft Worth, tx.
72250;Браунсвилл;Соединенные Штаты Америки;25,91;262,58;7;-7;Brownsville/int., tx
72251;Корпус-Кристи;Соединенные Штаты Америки;27,77;262,49;14;-7;Corpus Christi/int.,  tx.
72253;Сан-Антонио;Соединенные Штаты Америки;29,53;261,53;247;-7;San Antonio/int.,  tx.
72254;Аустин;Соединенные Штаты Америки;30,30;262,30;193;-7;Austin/cty, tx.
72255;Виктория;Соединенные Штаты Америки;28,85;263,08;32;-7;Victoria/Victoria Regional, tx.
72256;Уэйко;Соединенные Штаты Америки;31,61;262,78;157;-7;Waco, Madison-Cooper,  tx.
72257;Форт-Худ;Соединенные Штаты Америки;31,10;262,66;270;-7;Fort Hood, tx. (army)
72258;;Соединенные Штаты Америки;32,84;263,14;156;-7;Dallas, Tx, Dallas Love Field Arpt
72259;Даллас;Соединенные Штаты Америки;32,90;262,96;182;-7;Dallas-Fort Worth/Fort Forth Reg.Airport, tx.
72260;Стефенвилл;Соединенные Штаты Америки;32,21;261,81;402;-7;Stephenville/Clark Field Mun., tx.
72261;Дель-Рио;Соединенные Штаты Америки;29,37;259,08;314;-7;Del Rio/int., tx.
72262;Гуаделупе-Пасс;Соединенные Штаты Америки;31,83;255,20;1662;-8;Guadelupe Pass, tx.
72263;Сан-Анжело;Соединенные Штаты Америки;31,36;259,50;584;-7;San Angelo/Mathis,  tx.
72264;Марфа;Соединенные Штаты Америки;30,36;255,98;1478;-8;Marfa/mun., tx.
72265;Мидлэнд;Соединенные Штаты Америки;31,94;257,81;874;-7;Midland/Midland Reg. Air Term., tx.
72266;Абилин;Соединенные Штаты Америки;32,41;260,31;542;-7;Abilene/mun., tx.
72267;Лаббок;Соединенные Штаты Америки;33,65;258,18;996;-7;Lubbock/Lubbock International, tx.
72268;Росвелл;Соединенные Штаты Америки;33,30;255,46;1118;-8;Roswell/Industrial Air Center, nm
72270;Эль-Пасо;Соединенные Штаты Америки;31,80;253,60;1206;-8;El Paso/int., tx.
72271;Трут-ор-Косеквенсез;Соединенные Штаты Америки;33,23;252,73;1481;-8;Truth Or Consequences, nm
72272;;Соединенные Штаты Америки;31,46;250,39;1251;-8;Douglas Bisbee, Az, Bisbee Douglas Int. Arpt
72273;Форт-Хуачука;Соединенные Штаты Америки;31,58;249,66;1428;-8;Fort Huachuca, az.
72274;Туксон;Соединенные Штаты Америки;32,22;249,04;741;-8;Tucson/int., az.
72278;Финикс;Соединенные Штаты Америки;33,43;247,98;344;-8;Phoenix/sky harbor,  int, az.
72280;Юма;Соединенные Штаты Америки;32,65;245,40;34;-8;Yuma/Yuma int., az.
72281;Эль-Сентро;Соединенные Штаты Америки;32,81;244,31;18;-9;El Centro naf, ca.
72286;Риверсайд;Соединенные Штаты Америки;33,90;242,75;468;-9;Riverside/March afb. ca.
72288;Барбэнк;Соединенные Штаты Америки;34,20;241,64;;-9;Burbank, CA
72289;Маунт-Уилсон;Соединенные Штаты Америки;34,23;241,93;1739;-9;Mount Wilson, CA
72290;Сан-Диего/Линдберг;Соединенные Штаты Америки;32,73;242,83;5;-9;San Diego/Lindbergh,  ca.
72291;Сан-Николас;Соединенные Штаты Америки;33,25;240,55;153;-9;San Nicolas is./nf,  ca.
72292;Авалон;Соединенные Штаты Америки;33,40;241,58;;-9;Avalon, CA
72293;Сан-Диего;Соединенные Штаты Америки;32,83;242,88;133;-9;San Diego/Miramar,  nas, ca.
72295;Лос-Анжелес;Соединенные Штаты Америки;33,93;241,60;38;-9;Los Angeles /int.,  ca.
72297;Лонг-Бич;Соединенные Штаты Америки;33,81;241,85;18;-9;Long Beach/lb Airp. Daugherty Field,  ca.
72301;;Соединенные Штаты Америки;35,74;278,61;357;-6;Hickory, Nc, Hickory Rgnl Arpt
72302;Уилмингтон;Соединенные Штаты Америки;34,26;282,10;10;-6;Wilmington, nc.
72303;Поуп;Соединенные Штаты Америки;35,16;280,96;61;-6;Pope afb, nc.
72304;Кейп-Хаттерас;Соединенные Штаты Америки;35,26;284,45;2;-6;Cape Hatteras, nc.
72305;Ньюпорт;Соединенные Штаты Америки;34,77;283,12;10;-6;Newport, nc.
72306;Роли;Соединенные Штаты Америки;35,86;281,21;132;-6;Raleigh/Raleigh-Durham, nc.
72307;;Соединенные Штаты Америки;36,26;283,82;12;-6;Elizabeth City, Nc, Elizabeth City Cg Air Station-Rgnl Arpt
72308;Норфолк;Соединенные Штаты Америки;36,90;283,80;8;-6;Norfolk/int., va.
72309;Черри-Пойнт;Соединенные Штаты Америки;34,85;283,11;13;-6;Cherry Point/mcas,  nc.
72310;Колумбия;Соединенные Штаты Америки;33,95;278,88;72;-6;Columbia, sc.
72311;Афины (США);Соединенные Штаты Америки;33,95;276,68;246;-6;Athens/mun., ga.
72312;Гриир;Соединенные Штаты Америки;34,90;277,78;293;-6;Greer
72314;Шарлотте;Соединенные Штаты Америки;35,21;279,06;228;-6;Charlotte/Douglas,  nc.
72315;Флетчер;Соединенные Штаты Америки;35,43;277,45;659;-6;Fletcher, NC
72316;;Соединенные Штаты Америки;31,53;277,49;44;-6;Alma Ga Bacon County Arpt
72317;Гринсборо;Соединенные Штаты Америки;36,09;280,05;276;-6;Greensboro/G.-high pt., nc.
72319;;Соединенные Штаты Америки;34,49;277,29;240;-6;Anderson Rgnl Arpt
72320;Роум;Соединенные Штаты Америки;34,35;274,83;196;-6;Rome, ga
72323;Хантсвилл;Соединенные Штаты Америки;34,65;273,23;191;-7;Huntsville/Madison co., al.
72324;Чаттануга;Соединенные Штаты Америки;35,03;274,80;208;-6;Chattanooga/Lovell Field, tn.
72325;;Соединенные Штаты Америки;35,95;274,91;571;-7;Crossville, Tn, Crosville Memorial- Whitson Field Arpt
72326;Ноксвилл;Соединенные Штаты Америки;35,81;276,01;299;-6;Knoxville/mun., tn.
72327;Нэшвилл;Соединенные Штаты Америки;36,23;273,45;180;-7;Nashville/Metropolitan, tn.
72328;;Соединенные Штаты Америки;36,62;272,58;171;-7;Clarksville, Tn Outlasw Field Arpt
72329;;Соединенные Штаты Америки;37,22;270,42;103;-7;Cape Girardeau, Mo, Cape Girardeau Rgnl Arpt
72330;Поплар-Блафф;Соединенные Штаты Америки;36,76;269,53;146;-7;Poplar Bluff, mo.
72332;Тьюпело;Соединенные Штаты Америки;34,26;271,23;110;-7;Tupelo/C.D. Lemons Mun, ms
72334;Мемфис;Соединенные Штаты Америки;35,05;270,00;101;-7;Memphis/intnl., tn.
72335;;Соединенные Штаты Америки;36,48;277,60;469;-7;Bristol-Johnson-Kingsport, Tn, Tri-Cities Rgnl Tn-Va Arpt
72340;Литтлрок;Соединенные Штаты Америки;34,83;267,74;173;-7;Little Rock/Adams fld,  ar.
72341;Пейдж;Соединенные Штаты Америки;34,68;265,38;883;-7;Page, ok.
72344;Форт-Смит;Соединенные Штаты Америки;35,33;265,63;143;-7;Fort Smith/mun., ar.
72345;;Соединенные Штаты Америки;36,26;266,84;421;-7;Harrison, Ar, Boone County Arpt
72348;Уэст-Плэинз;Соединенные Штаты Америки;36,73;268,15;307;-7;West Plains, mo
72349;Монетт;Соединенные Штаты Америки;36,91;265,98;437;-7;Monette, mo.
72351;Уичито-Фолс;Соединенные Штаты Америки;33,96;261,51;309;-7;Wichita Falls/Sheps afb
72352;Алтус;Соединенные Штаты Америки;34,65;260,73;420;-7;Altus afb, ok.
72353;Оклахома-Сити;Соединенные Штаты Америки;35,38;262,40;395;-7;Oklahoma City/w. rogers world, ok.
72354;Тинкер;Соединенные Штаты Америки;35,41;262,61;397;-7;Tinker afb, ok.
72355;Форт-Силл;Соединенные Штаты Америки;34,60;261,60;360;-7;Fort Sill, ok. (army)
72356;Тулса;Соединенные Штаты Америки;36,20;264,11;207;-7;Tulsa/int., ok.
72357;Норман;Соединенные Штаты Америки;35,18;262,56;344;-7;Norman/Max Westheimer a, ok.
72360;Клейтон;Соединенные Штаты Америки;36,45;256,85;1515;-8;Clayton/mun., nm.
72363;Амарилло;Соединенные Штаты Америки;35,23;258,29;1095;-7;Amarillo/intl., tx.
72364;Санта-Тереза;Соединенные Штаты Америки;31,87;253,30;1254;-8;Santa Teresa, nm.
72365;Альбукерке;Соединенные Штаты Америки;35,03;253,37;1619;-8;Albuquerque/int., nm.
72366;;Соединенные Штаты Америки;34,43;259,71;595;-7;Childress, Tx Childress Muni Arpt
72370;Кингман;Соединенные Штаты Америки;35,26;246,06;1050;-8;Kingman/Mohave County a., az.
72371;Пейдж;Соединенные Штаты Америки;36,93;248,55;1314;-8;Page/Page a., az
72374;Уинслоу;Соединенные Штаты Америки;35,01;249,26;1505;-8;Winslow, az.
72376;Фармингтон;Соединенные Штаты Америки;35,23;248,17;2179;-8;Farmington/Four Corners Regional Airport, nm.
72381;Эдвардс;Соединенные Штаты Америки;34,91;242,10;705;-9;Edwards afb, ca.
72382;Палмдейл;Соединенные Штаты Америки;34,63;241,91;775;-9;Palmdale/int., ca.
72383;Сэндберг;Соединенные Штаты Америки;34,75;241,26;1377;-9;Sandberg, ca.
72384;Бейкерсфилд;Соединенные Штаты Америки;35,43;240,95;149;-9;Bakersfield/Meadows,  ca.
72386;Лас-Вегас;Соединенные Штаты Америки;36,08;244,83;662;-9;Las Vegas/Mccarran,  nv.
72387;Меркьюри;Соединенные Штаты Америки;36,61;243,98;1006;-9;Mercury/Desert Rock,  nv.
72389;Фресно;Соединенные Штаты Америки;36,76;240,28;101;-9;Fresno/Air Term.,  ca.
72390;Сан-Симеон;Соединенные Штаты Америки;35,66;238,71;21;-9;San Simeon/Pt. Piedras Blancas cgls, ca.
72391;Пойнт-Мугу;Соединенные Штаты Америки;34,11;240,88;;-9;Point Mugu/nas, ca.
72394;Санта-Мария;Соединенные Штаты Америки;34,90;239,55;79;-9;Santa Maria,  ca.
72398;;Соединенные Штаты Америки;38,34;284,49;20;-6;Salisbury, Md, Wsalisbury-Ocean City Wicomico Rgnl Arpt
72399;;Соединенные Штаты Америки;40,19;283,23;96;-6;Harrisburg, Pa, Harrisburg Int. Arpt
72401;Ричмонд;Соединенные Штаты Америки;37,50;282,66;51;-6;Richmond/Byrd, va.
72402;о. Уаллупс;Соединенные Штаты Америки;37,93;284,51;12;-6;Wallops Island, va.
72403;Вашингтон/Даллес;Соединенные Штаты Америки;38,95;282,55;95;-6;Washington/Dulles int., va.
72404;Патаксент-Ривер;Соединенные Штаты Америки;38,28;283,60;14;-6;Patuxent River/nas,  md.
72405;Вашингтон;Соединенные Штаты Америки;38,85;282,96;5;-6;Washington/nat., va.
72406;Балтимор;Соединенные Штаты Америки;39,18;283,33;48;-6;Baltimore/Baltimore-Washington int., md.
72407;Атлантик-Сити;Соединенные Штаты Америки;39,45;285,43;21;-6;Atlantic City, nj.
72408;Филадельфия;Соединенные Штаты Америки;39,88;284,75;4;-6;Philadelphia/int.,  pa.
72409;Лейкхарст;Соединенные Штаты Америки;40,03;285,68;24;-6;Lakehurst/nas, nj.
72410;Линчбург;Соединенные Штаты Америки;37,33;280,80;285;-6;Lynchburg/mun. p. glenn, va.
72411;Роанок;Соединенные Штаты Америки;37,31;280,03;358;-6;Roanoke/mun., va.
72412;Бекли;Соединенные Штаты Америки;37,78;278,88;763;-6;Beckley (Raleigh Cty. Memorial Airport),  wv.
72414;Чарлстон;Соединенные Штаты Америки;38,36;278,40;299;-6;Charleston/Kanawha.,  wv.
72417;Элкинс;Соединенные Штаты Америки;38,88;280,15;606;-6;Elkins/Elkins-Randolph co., wv.
72418;;Соединенные Штаты Америки;39,67;284,39;23;-6;Wilmington, De, New Castle Arpt
72419;;Соединенные Штаты Америки;37,59;276,68;414;-6;Jackson, Ky, Julian Carrol Arpt
72420;;Соединенные Штаты Америки;40,82;277,48;396;-6;Mansfield, Oh, Mansfield Lahm Rgnl Arpt
72421;Цинциннати;Соединенные Штаты Америки;39,05;275,33;271;-6;Cincinnati/Greater Cincinnati, oh.
72422;Лексингтон;Соединенные Штаты Америки;38,03;275,40;298;-6;Lexington/Blue Grass, ky.
72423;Луисвилл/Стэндифорд;Соединенные Штаты Америки;38,18;274,26;151;-6;Louisville/Standiford, ky.
72424;Форт-Нокс;Соединенные Штаты Америки;37,90;274,03;230;-6;Ft.Knox, ky. (army)
72425;Хантингтон;Соединенные Штаты Америки;38,36;277,45;252;-6;Huntington, wv.
72427;;Соединенные Штаты Америки;36,02;275,76;279;-6;Oak Ridge, Tn
72428;Порт-Коламбас;Соединенные Штаты Америки;40,00;277,11;247;-6;Columbus/Port Columbus, oh.
72429;Дейтон;Соединенные Штаты Америки;39,86;275,88;307;-6;Dayton/. cox, oh.
72432;Эвансвилл;Соединенные Штаты Америки;38,05;272,46;127;-7;Evansville/reg., in.
72434;Сент-Луис;Соединенные Штаты Америки;38,75;269,63;174;-7;St.Louis/Lambert,  st.louis int., mo.
72435;Падьюка;Соединенные Штаты Америки;37,06;271,23;126;-7;Paducah, ky.
72438;Индианаполис;Соединенные Штаты Америки;39,73;273,73;243;-6;Indianapolis/I.-Mun/Weir cook, in.
72439;Спрингфилд;Соединенные Штаты Америки;39,85;270,33;181;-7;Springfield/Capital,  il.
72440;Спрингфилд;Соединенные Штаты Америки;37,23;266,59;391;-7;Springfield/mun., mo.
72441;;Соединенные Штаты Америки;39,77;265,09;252;-7;St Joseph, Mo, Rosecrans Memorial Arpt
72442;;Соединенные Штаты Америки;38,12;268,23;344;-7;Rolla-Vichy, Mo, Rolla National Arpt
72443;;Соединенные Штаты Америки;39,94;268,80;237;-7;Quincy, Il, Quincy Rgnl-Baldwin Field Arpt
72445;Колумбия;Соединенные Штаты Америки;38,81;267,78;271;-7;Columbia/Regional,  mo.
72446;Канзас-Сити;Соединенные Штаты Америки;39,28;265,25;316;-7;Kansas City,  intnl., mo.
72449;Сент-Джозеф;Соединенные Штаты Америки;39,76;265,08;252;-7;St. Joseph/Rose-Crans, mo.
72450;Уичито;Соединенные Штаты Америки;37,65;262,56;406;-7;Wichita/Mid-Continent, ks.
72451;Додж-Сити;Соединенные Штаты Америки;37,76;260,03;786;-7;Dodge City/mun., ks.
72452;Медисин-Лодж;Соединенные Штаты Америки;37,30;261,41;468;-7;Medicine Lodge, ks
72453;;Соединенные Штаты Америки;36,73;262,90;309;-7;Ponca City, Ok Ponca City Rgnl Arpt
72455;Форт-Райли;Соединенные Штаты Америки;39,10;263,23;320;-7;Fort Riley, ks. (army)
72456;Топека;Соединенные Штаты Америки;39,07;264,36;268;-7;Topeka/mun., ks.
72458;Конкордиа;Соединенные Штаты Америки;39,55;262,35;453;-7;Concordia/Blosser mun., ks.
72460;Элкхарт;Соединенные Штаты Америки;37,00;258,11;1102;-7;Elkhart/Elkhart-Morton County a., ks
72462;Аламоса;Соединенные Штаты Америки;37,43;254,13;2297;-8;Alamosa, co.
72464;Пуэбло;Соединенные Штаты Америки;38,28;255,50;1441;-8;Pueblo/Memorial, co.
72465;Гудлэнд;Соединенные Штаты Америки;39,36;258,31;1114;-7;Goodland/Renner Field/Goodland/mun. ks.
72466;Колорадо-Спрингс;Соединенные Штаты Америки;38,81;255,28;1873;-8;Colorado Springs/Municipal, co.
72468;Форт-Карсон;Соединенные Штаты Америки;38,70;255,23;1789;-8;Fort Carson, co. (army)
72469;Денвер;Соединенные Штаты Америки;39,76;255,13;1611;-8;Denver/Stapleton int., co.
72470;Прайс;Соединенные Штаты Америки;39,61;249,25;1796;-8;Price/Carbon County a., ut.
72475;Милфорд;Соединенные Штаты Америки;38,41;246,98;1536;-8;Milford Municipal, ut.
72476;Гранд-Джанкшн;Соединенные Штаты Америки;39,12;251,47;1474;-8;Grand Junction/Walker Field, co.
72477;;Соединенные Штаты Америки;39,60;243,99;1811;-9;Eureka, Nv, Ramos
72480;Бишоп;Соединенные Штаты Америки;37,36;241,63;1255;-9;Bishop, ca.
72481;Мерсед;Соединенные Штаты Америки;37,36;239,43;60;-9;Merced/Castle afb,  ca.
72483;Сакраменто;Соединенные Штаты Америки;38,51;238,50;6;-9;Sacramento/Executive ca.
72486;Или;Соединенные Штаты Америки;39,29;245,15;1907;-9;Ely/Yelland, nv.
72487;Кальенте;Соединенные Штаты Америки;37,61;245,48;1335;-9;Caliente, nv.
72488;Рино;Соединенные Штаты Америки;39,50;240,21;1344;-9;Reno/int., nv.
72491;Монтерей;Соединенные Штаты Америки;36,60;238,15;46;-9;Monterey/naf, ca.
72492;Стоктон;Соединенные Штаты Америки;37,90;238,75;9;-9;Stockton/Metropolitan ca.
72493;Окленд;Соединенные Штаты Америки;37,74;237,77;2;-9;Oakland/Metrop. Oakland int., ca.
72494;Сан-Франциско;Соединенные Штаты Америки;37,61;237,61;6;-9;San Francisco/int.,  ca.
72495;;Соединенные Штаты Америки;37,99;237,94;12;-9;Concord, Ca Buchanan Field Arpt
72501;Аптон;Соединенные Штаты Америки;40,86;287,13;19;-6;Upton, ny.
72502;Ньюарк;Соединенные Штаты Америки;40,70;285,83;5;-6;Newark/int., nj.
72503;Нью-Йорк/Ла-Гуардиа;Соединенные Штаты Америки;40,77;286,12;7;-6;New York/la Guardia,  ny.
72504;Бриджпорт;Соединенные Штаты Америки;41,16;286,87;3;-6;Bridgeport/Igor I. Sikorsky Mem., ct.
72505;;Соединенные Штаты Америки;40,79;286,89;44;-6;Islip, Ny, Long Island Arthur Arpt
72506;;Соединенные Штаты Америки;40,77;286,03;48;-6;New York, Ny, Central Park
72507;Провиденс;Соединенные Штаты Америки;41,72;288,57;17;-6;Providence/Green State, ri.
72508;Виндзор Локс;Соединенные Штаты Америки;41,93;287,31;53;-6;Windsor Locks, CT
72509;Бостон;Соединенные Штаты Америки;42,36;288,99;6;-6;Boston/logan int.,  ma.
72510;;Соединенные Штаты Америки;42,26;288,12;306;-6;Worcester, Ma, Worcester Rgnl Arpt
72513;Уилкес-Барре-Скрэнтон;Соединенные Штаты Америки;41,33;284,27;292;-6;Wilkes-Barre-Scranton, pa.
72514;Уиллиамспорт;Соединенные Штаты Америки;41,24;283,07;161;-6;Williamsport/Lycoming County, pa.
72515;Бингемтон;Соединенные Штаты Америки;42,20;284,02;497;-6;Binghamton/Broome co., ny.
72517;Аллентаун;Соединенные Штаты Америки;40,65;284,55;118;-6;Allentown/A.-Bethlehem-Easton, pa.
72518;Олбани а/п;Соединенные Штаты Америки;42,75;286,20;88;-6;Albany County Airport,  ny.
72519;Сиракьюс;Соединенные Штаты Америки;43,11;283,89;128;-6;Syracuse/Hancock,  ny.
72520;Питтсберг;Соединенные Штаты Америки;40,51;279,78;361;-6;Pittsburgh/Greater Pittsburgh int., pa.
72521;Акрон;Соединенные Штаты Америки;40,91;278,56;374;-6;Akron/Akron-Canton reg. oh.
72522;;Соединенные Штаты Америки;43,34;286,39;104;-6;Glenn Falls, Ny, Floyd Bennett Memorial Arpt
72523;Дансвилл;Соединенные Штаты Америки;42,56;282,28;202;-6;Dansville/Municipal,  ny.
72524;Кливленд;Соединенные Штаты Америки;41,41;278,13;241;-6;Cleveland/Cleveland-Hopkins, oh.
72525;Юнгстаун;Соединенные Штаты Америки;41,26;279,33;365;-6;Youngstown, oh.
72526;Эри;Соединенные Штаты Америки;42,08;279,81;223;-6;Erie/int., pa.
72528;Буффало;Соединенные Штаты Америки;42,94;281,28;218;-6;Buffalo/Greater Buffalo int., ny.
72529;Рочестер;Соединенные Штаты Америки;43,11;282,33;171;-6;Rochester/Rochester-Monroe co., ny.
72530;Чикаго;Соединенные Штаты Америки;41,98;272,10;203;-7;Chicago/o'Hare, il.
72531;Рэнтул;Соединенные Штаты Америки;40,30;271,85;228;-7;Rantoul/Chanute afb,  il.
72532;Пеория;Соединенные Штаты Америки;40,66;270,31;201;-7;Peoria/Greater Peoria Mun., il.
72533;Форт-Уэйн;Соединенные Штаты Америки;41,00;274,80;245;-6;Fort Wayne/mun.,  baer fld., in.
72534;Чикаго/Мидуэй;Соединенные Штаты Америки;41,78;272,25;189;-7;Chicago/Midway, il.
72535;Саут-Бенд;Соединенные Штаты Америки;41,70;273,68;241;-6;South Bend/St.Joseph co., in.
72536;Толедо;Соединенные Штаты Америки;41,60;276,20;208;-6;Toledo/Express, oh.
72537;Детройт;Соединенные Штаты Америки;42,23;276,66;195;-6;Detroit/Metropolitan, mi.
72539;Лансинг;Соединенные Штаты Америки;42,76;275,40;261;-6;Lansing/Capital city, mi.
72540;Спикард;Соединенные Штаты Америки;40,25;266,28;271;-7;Spickard, mo.
72542;;Соединенные Штаты Америки;40,78;268,87;212;-7;Burlington, Ia Southeast Iowa Rgnl Arpt
72543;Рокфорд;Соединенные Штаты Америки;42,20;270,90;224;-7;Rockford/Greater Rockford, il.
72544;Молин;Соединенные Штаты Америки;41,45;269,48;180;-7;Moline/Quad city,  il.
72545;Сидар-Рапидс;Соединенные Штаты Америки;41,88;268,30;263;-7;Cedar Rapids, ia.
72546;Де-Мойн;Соединенные Штаты Америки;41,53;266,35;292;-7;Des Moines/mun., ia.
72547;Дубьюк;Соединенные Штаты Америки;42,40;269,30;328;-7;Dubuque/mun., ia.
72548;Уотерлоо;Соединенные Штаты Америки;42,55;267,60;266;-7;Waterloo/mun., ia.
72549;Форт-Додж;Соединенные Штаты Америки;42,55;265,81;354;-7;Fort Dodge, ia
72550;Эпплей-Филд;Соединенные Штаты Америки;41,30;264,10;300;-7;Eppley Field, Omaha,  ne.
72551;Линкольн;Соединенные Штаты Америки;40,85;263,25;365;-7;Lincoln/mun., ne.
72552;о. Гранд;Соединенные Штаты Америки;40,95;261,68;563;-7;Grand Island/Gr. Is. County, ne.
72553;Омаха;Соединенные Штаты Америки;41,36;263,98;399;-7;Omaha, ne.
72554;Омаха/Оффутт;Соединенные Штаты Америки;41,11;264,10;315;-7;Omaha/Offutt afb,  ne.
72556;Норфолк;Соединенные Штаты Америки;41,98;262,56;479;-7;Norfolk/Karl stefan,  ne.
72557;Сиу-Сити;Соединенные Штаты Америки;42,40;263,61;334;-7;Sioux City/mun., ia.
72558;Велли;Соединенные Штаты Америки;41,32;263,63;351;-7;Valley, ne.
72561;Сиднeй;Соединенные Штаты Америки;41,10;257,01;1314;-7;Sidney/mun., ne.
72562;Норт-Плэт;Соединенные Штаты Америки;41,13;259,30;848;-7;North Platte/lee bird, ne.
72564;Шайенн;Соединенные Штаты Америки;41,15;255,18;1876;-8;Cheyenne, wy.
72565;Денвер а/п;Соединенные Штаты Америки;39,86;255,33;1656;-8;Denver International Airport, co.
72566;Скотсблафф;Соединенные Штаты Америки;41,86;256,40;1209;-8;Scottsbluff, County,  ne.
72567;Валентайн;Соединенные Штаты Америки;42,86;259,45;788;-7;Valentine/Miller,  ne.
72569;Каспер;Соединенные Штаты Америки;42,91;253,53;1630;-8;Casper/Natrona County, intnl, wy.
72570;Крэиг-Моффат;Соединенные Штаты Америки;40,50;252,46;1915;-8;Craig/Craig-Moffat a., co.
72572;Солт-Лейк-Сити;Соединенные Штаты Америки;40,77;248,04;1289;-8;Salt Lake City/intnl ut.
72576;Ландер;Соединенные Штаты Америки;42,81;251,26;1703;-8;Lander/Hunt, wy.
72578;Покателло;Соединенные Штаты Америки;42,91;247,40;1355;-8;Pocatello/mun., id.
72581;Уэндовер;Соединенные Штаты Америки;40,73;245,96;1291;-8;Wendover/af. aux. field, ut.
72583;Уиннемакка;Соединенные Штаты Америки;40,90;242,20;1315;-9;Winnemucca/mun., nv.
72585;;Соединенные Штаты Америки;37,65;237,87;19;-9;Hayward, Ca, Hayward Executive Arpt
72591;Ред-Блафф;Соединенные Штаты Америки;40,15;237,75;108;-9;Red Bluff/mun., ca.
72592;Реддинг;Соединенные Штаты Америки;40,50;237,70;153;-9;Redding/mun, ca
72593;;Соединенные Штаты Америки;36,66;238,39;24;-9;Salinas, Ca, Salinas Muni Arpt
72594;Орека;Соединенные Штаты Америки;40,80;235,83;13;-9;Eureka, ca.
72597;Медфорд;Соединенные Штаты Америки;42,37;237,11;398;-9;Medford/Medford-Jackson County, or.
72604;Франкониа;Соединенные Штаты Америки;44,21;288,25;287;-6;Franconia, nh
72605;Конкорд;Соединенные Штаты Америки;43,20;288,50;103;-6;Concord/mun., nh.
72606;Портланд;Соединенные Штаты Америки;43,65;289,68;23;-6;Portland/Intnl. Jet Port, me.
72607;;Соединенные Штаты Америки;44,80;291,17;60;-6;Bangor, Me Bangor Int. Arpt
72608;Истпорт;Соединенные Штаты Америки;44,91;293,00;24;-6;Eastport, me.
72612;Ньюпорт;Соединенные Штаты Америки;44,93;287,80;233;-6;Newport, vt.
72613;Маунт-Вашингтон;Соединенные Штаты Америки;44,26;288,70;1909;-6;Mount Washington,  nh.
72614;Ст.Джонсбари;Соединенные Штаты Америки;44,41;287,98;203;-6;St.Johnsbury, vt.
72616;Берлин, НХ;Соединенные Штаты Америки;44,57;288,82;;-6;Berlin, NH
72617;Барлингтон;Соединенные Штаты Америки;44,46;286,85;102;-6;Burlington/int., vt.
72618;Румфорд;Соединенные Штаты Америки;44,53;289,46;192;-6;Rumford, me.
72619;Гринвилл;Соединенные Штаты Америки;45,46;290,41;316;-6;Greenville, me.
72632;Уайт-Лейк;Соединенные Штаты Америки;42,69;276,52;330;-6;White Lake, mi.
72635;Гранд-Рапидс;Соединенные Штаты Америки;42,88;274,48;242;-6;Grand Rapids/Kent co., mi.
72636;Маскеган;Соединенные Штаты Америки;43,16;273,75;191;-6;Muskegon/County, mi.
72637;Флинт/Бишоп;Соединенные Штаты Америки;42,96;276,25;238;-6;Flint/Bishop, mi.
72638;Хугтон-Лейк;Соединенные Штаты Америки;44,36;275,31;351;-6;Houghton Lake/Roscommon County,  mi.
72639;Алпена;Соединенные Штаты Америки;45,06;276,43;210;-6;Alpena/Phelps Collins, mi.
72640;Милуоки;Соединенные Штаты Америки;42,95;272,10;220;-7;Milwaukee/Gen. Mitchell, wi.
72641;Мадисон;Соединенные Штаты Америки;43,13;270,66;263;-7;Madison/Dane County Regional wi.
72643;Ла-Кросс;Соединенные Штаты Америки;43,86;268,75;199;-7;La Crosse/mun., wi.
72644;Рочестер;Соединенные Штаты Америки;43,91;267,50;401;-7;Rochester/mun., mn.
72645;Грин-Бей;Соединенные Штаты Америки;44,49;271,88;209;-7;Green Bay/A.-Straubel, wi.
72648;Эсканаба;Соединенные Штаты Америки;45,75;272,96;180;-6;Escanaba, mi.
72649;Чанхассен;Соединенные Штаты Америки;44,84;266,43;290;-7;Chanhassen, mn.
72650;Спенсер;Соединенные Штаты Америки;43,16;264,85;404;-7;Spencer, ia.
72651;Сиу-Фолс;Соединенные Штаты Америки;43,58;263,26;435;-7;Sioux Falls/Foss Field, sd.
72652;Пикстаун;Соединенные Штаты Америки;43,06;261,46;453;-7;Pickstown, sd.
72653;Чамберлен;Соединенные Штаты Америки;43,80;260,68;530;-7;Chamberlain, sd
72654;Гурон;Соединенные Штаты Америки;44,38;261,78;392;-7;Huron/Huron Regional sd.
72655;Сент-Клауд/Уитни;Соединенные Штаты Америки;45,55;265,93;313;-7;St.Cloud/Whitney,  mn.
72656;;Соединенные Штаты Америки;44,38;259,71;527;-8;Pierre, Sd, Pierre Rgnl Arpt
72658;Миннеаполис;Соединенные Штаты Америки;44,88;266,78;256;-7;Minneapolis/St.Paul int., mn.
