Индекс;Станция (RU);Страна;Широта;Долгота;H над ур.моря, м;Часовой пояс;Станция (EN)
02209;Силарна;Швеция;63,04;12,27;1030;0;Sylarna
02210;Блахаммарен;Швеция;63,18;12,17;1090;0;Blahammaren
02214;Триллеваллен;Швеция;65,25;13,21;;0;Trillevallen
02216;Матмар;Швеция;63,30;13,87;355;0;Mattmar
02217;Бьёрнанген;Швеция;63,37;13,16;435;0;Bjornangen/are
02219;Гаддеде;Швеция;64,50;14,22;553;0;Gaddede A
02221;Корсваттнет;Швеция;63,83;13,50;716;0;Korsvattnet
02222;Гаддеде;Швеция;64,50;14,16;328;0;Gaddede
02226;Фрозон;Швеция;63,19;14,50;375;0;Froson
02229;Эстерсунд;Швеция;63,19;14,47;374;0;Ostersund
02230;Губбхуген;Швеция;64,21;15,55;309;0;Gubbhoegen
02231;Фоллинг;Швеция;63,67;14,60;361;0;Foellinge
02233;Сакснес;Швеция;64,96;15,37;545;0;Saxnaes
02236;Хальхаксасен;Швеция;63,76;15,33;375;0;Hallhaaxaasen
02242;Хутинг;Швеция;64,08;16,23;241;0;Hoting
02243;Джунселе;Швеция;63,68;16,95;218;0;Junsele
02244;Юнселе;Швеция;63,70;16,86;212;0;Junsele
02245;Вильгельмина;Швеция;64,58;16,84;348;0;Vilhelmina
02247;Крангеде;Швеция;63,15;16,17;182;0;Krangede
02254;Ааселе;Швеция;64,16;17,31;307;0;Aasele
02256;Ристраеск;Швеция;64,73;17,40;575;0;Ristraesk
02260;Ваестмаркум;Швеция;63,12;18,25;141;0;Vaestmarkum
02261;Люкселе;Швеция;64,54;18,71;209;0;Lycksele
02263;Фредрика;Швеция;64,07;18,36;327;0;Fredrika
02265;Хемлинг;Швеция;63,65;18,55;182;0;Hemling
02267;Орнсколдвик;Швеция;63,41;18,97;108;0;Ornskoldsvik
02269;Скагсудде;Швеция;63,18;19,02;11;0;Skagsudde
02271;Норсйое;Швеция;64,92;19,37;309;0;Norsjoe
02282;Петистраеск;Швеция;64,56;19,69;258;0;Petistraesk
02283;Умео;Швеция;63,81;20,23;22;0;Umea
02284;Йарнасклуб;Швеция;63,43;19,67;6;0;Jarnasklubb
02286;Умео;Швеция;63,80;20,28;7;0;Umea Flygplats
02287;Холмон;Швеция;63,80;20,86;6;0;Holmon
02288;Хольмогадд;Швеция;63,60;20,76;6;0;Holmogadd
02292;Хойкмарксбергет;Швеция;64,43;21,28;105;0;Hoekmarksberget
02293;Скеллефтеа;Швеция;64,62;21,07;47;0;Skelleftea
02297;Бюроклуб;Швеция;64,48;21,57;39;0;Bjuroklubb
02302;Идре-Сторбо;Швеция;61,84;12,28;664;0;Idre-Storbo
02303;Флатрует;Швеция;62,72;12,72;995;0;Flatruet
02307;Идре-Фьял;Швеция;61,88;12,85;868;0;Idre Fjall
02308;Таннас;Швеция;62,45;12,67;723;0;Tannas
02311;Сэлен-Хойгфйаеллсхотеллет;Швеция;61,15;13,11;744;0;Saelen-Hoegfjaellshotellet
02316;Сарна;Швеция;61,70;13,18;;0;Sarna
02317;Драваген;Швеция;62,09;13,61;566;0;Dravagen
02319;Боертнан;Швеция;62,75;13,84;466;0;Boertnan
02321;Эльвдален;Швеция;61,25;14,03;251;0;Aelvdalen
02324;Свег;Швеция;62,01;14,19;360;0;Sveg
02325;Кловсюхойден;Швеция;62,49;14,15;801;0;Kloevsjoehoejden
02327;Свег;Швеция;62,04;14,40;357;0;Sveg A
02329;Хамра;Швеция;61,66;14,99;453;0;Hamra
02331;Хунге;Швеция;62,75;15,08;343;0;Hunge
02337;Норхойг;Швеция;62,26;15,67;320;0;Norrhoeg
02338;Эдсбун;Швеция;61,36;15,71;183;0;Edsbyn
02343;Торпсхаммар;Швеция;62,49;16,27;98;0;Torpshammar
02347;Делсбо;Швеция;61,82;16,54;70;0;Delsbo
02349;Силлре;Швеция;62,76;16,73;205;0;Sillre
02354;Рааста;Швеция;62,43;17,34;80;0;Raasta
02355;Куггорен;Швеция;61,70;17,52;8;0;Kuggoren
02365;Тимра/Мидланда;Швеция;62,53;17,43;3;0;Timra/Midlanda
02366;Тимра/Мидланда;Швеция;62,52;17,44;5;0;Timra/Midlanda
02368;Брамон;Швеция;62,22;17,74;17;0;Bramon
02378;Сёдерхамн;Швеция;61,25;17,08;27;0;Soderhamn Flygplats
02382;Лунго;Швеция;62,64;18,09;17;0;Lungo
02403;Навен;Швеция;58,69;13,11;53;0;Naven
02407;Малунг;Швеция;60,67;13,70;302;0;Malung A
02408;Бломског;Швеция;59,22;12,07;169;0;Blomskog
02410;Малунг;Швеция;60,68;13,70;308;0;Malung
02411;Арвика;Швеция;59,67;12,63;65;0;Arvika
02413;Браттмон;Швеция;60,75;12,77;205;0;Brattmon
02417;Палгрунден;Швеция;58,75;13,15;50;0;Palgrunden
02418;Карлстад а/п;Швеция;59,44;13,33;107;0;Karlstad Flygplats
02419;Карлстад;Швеция;59,35;13,47;46;0;Karlstad
02423;Сунне;Швеция;59,86;13,11;109;0;Sunne
02426;Густавсфорс;Швеция;60,15;13,80;187;0;Gustavsfors
02429;Даглузен;Швеция;59,66;14,18;133;0;Dagloesen
02431;Клотен;Швеция;59,87;15,25;282;0;Kloten
02432;Оребро;Швеция;59,22;15,04;54;0;Orebro
02435;Борланге;Швеция;60,42;15,50;145;0;Borlange
02440;Амот;Швеция;60,96;16,43;161;0;Amot
02441;Мора;Швеция;60,96;14,50;195;0;Mora
02443;Энкопинг;Швеция;59,65;17,11;26;0;Enkoping
02449;Эскилстуна;Швеция;59,38;16,45;10;0;Eskilstuna
02450;Эггегрунд;Швеция;60,73;17,56;3;0;Eggegrund
02452;Килсберген-Суттарбода;Швеция;59,29;14,89;218;0;Kilsbergen-Suttarboda
02453;Гавле;Швеция;60,71;17,16;16;0;Gavle
02456;Филм;Швеция;60,23;17,90;33;0;Film
02458;Уппсала;Швеция;59,90;17,59;21;0;Uppsala
02460;Стокгольм-Арланда;Швеция;59,62;17,95;42;0;Stockholm-Arlanda
02462;Уппсала;Швеция;59,86;17,63;13;0;Uppsala
02464;Бромма;Швеция;59,36;17,89;15;0;Stockholm/Bromma
02468;Стора Сансбергет;Швеция;60,38;15,14;492;0;Stora Spaansberget
02469;Туллинге;Швеция;59,17;17,91;44;0;Tullinge
02472;Скепмора;Швеция;60,12;15,12;240;0;Skeppmora
02476;Флода;Швеция;59,05;16,39;31;0;Floda
02481;Сала;Швеция;59,90;16,68;56;0;Sala
02482;Керстинбо;Швеция;60,26;16,97;55;0;Kerstinbo
02483;Стокгольм;Швеция;59,35;18,06;30;0;Stockholm
02484;Стокгольм/обсерв.;Швеция;59,35;18,06;44;0;Stockholm/Observatoriet
02485;Стокгольм;Швеция;59,35;18,06;44;0;Stockholm
02486;Адельсое;Швеция;59,35;17,52;6;0;Adelsoe
02487;Ставснас;Швеция;59,29;18,70;16;0;Stavsnas
02488;Орскар;Швеция;60,52;18,37;8;0;Orskar
02489;Берга;Швеция;59,06;18,10;4;0;Berga
02490;Сванберга;Швеция;59,83;18,63;14;0;Svanberga
02492;Свенска Хогарна;Швеция;59,44;19,50;10;0;Svenska Hogarna
02493;Сёдерарм;Швеция;59,75;19,40;14;0;Soederarm
02496;Свенска Хогарна;Швеция;59,44;19,50;10;0;Svenska Hogarna
02498;Свенска Хогарна А;Швеция;59,44;19,50;12;0;Svenska Hogarna A
02499;Альмагрундет;Швеция;59,15;19,13;25;0;Almagrundet
02500;Нордкостер;Швеция;58,89;11,00;33;0;Nordkoster
02501;Вадероарна;Швеция;58,57;11,06;22;0;Vaderoarna
02503;Нордкостер;Швеция;58,89;11,00;33;0;Nordkoster
02505;Масескар;Швеция;58,09;11,33;15;0;Maseskar
02507;Худ;Швеция;58,66;11,41;80;0;Hud
02511;Фладен;Швеция;57,21;11,83;;0;Fladen
02513;Гётеборг;Швеция;57,71;11,99;2;0;Goteborg
02515;Торпаброн;Швеция;58,19;12,15;20;0;Torpabron
02516;Винга;Швеция;57,63;11,60;17;0;Vinga
02518;Нидинген;Швеция;57,30;11,90;1;0;Nidingen
02520;Сатенас;Швеция;58,42;12,71;54;0;Satenas
02521;Бергаруд;Швеция;58,60;12,41;55;0;Bergarud
02526;Гетеборг-Ландветтер;Швеция;57,67;12,29;154;0;Goteborg-Landvetter
02527;Гетеборг/Ландветтер;Швеция;57,65;12,29;164;0;Goteborg/Landvetter
02531;Гетеборг;Швеция;57,68;11,97;94;0;Gothenburg
02536;Рангедала;Швеция;57,78;13,16;297;0;Rangedala
02539;Улларед;Швеция;57,11;12,77;122;0;Ullared
02540;Кроппефьяел-Гранан;Швеция;58,60;12,19;173;0;Kroppefjaell-Granan
02542;Хаэлум;Швеция;58,32;13,04;70;0;Haellum
02544;Карлсборг;Швеция;58,51;14,50;94;0;Karlsborg
02545;Акстал;Швеция;58,56;14,56;91;0;Axstal
02546;Гаардсъё;Швеция;58,87;14,39;210;0;Gaardsjoe
02548;Висингсое;Швеция;58,09;14,40;94;0;Visingsoe
02549;Томтабакен;Швеция;57,49;14,46;356;0;Tomtabacken
02550;Йёнкопинг/Аксамо;Швеция;57,75;14,06;220;0;Jonkoping/Axamo
02552;Малександер;Швеция;58,07;15,23;197;0;Malexander
02553;Кумбо;Швеция;58,07;13,78;220;0;Kymbo
02554;Кеттстака;Швеция;58,71;15,03;225;0;Kettstaka
02556;Хагсхульт;Швеция;57,29;14,14;169;0;Hagshult
02557;Хорн;Швеция;57,88;15,86;90;0;Horn
02558;Колмаарден-Стрёмсфорс;Швеция;58,68;16,31;153;0;Kolmaarden-Stroemsfors
02559;Гладхаммар;Швеция;57,70;16,45;30;0;Gladhammar
02561;Кварн;Швеция;58,64;15,43;71;0;Kvarn
02562;Линчёпинг / Мальмслет;Швеция;58,39;15,52;93;0;Linkoping/Malmslaett
02563;Харстена;Швеция;58,25;17,01;13;0;Harstena
02565;Малилла;Швеция;57,38;15,80;95;0;Malilla
02566;Малилла;Швеция;57,40;15,81;101;0;Malilla
02567;Ландсорт;Швеция;58,74;17,87;18;0;Landsort
02573;Орландс Нора Уде;Швеция;57,36;17,09;2;0;Orlands Norra Udde
02574;Норрчёпинг;Швеция;58,58;16,14;33;0;Norrkoping
02575;Оландс-Норра-Удде;Швеция;57,36;17,09;2;0;Olands Norra Udde
02583;Густав-Дален;Швеция;58,60;17,46;25;0;Gustaf Dalen
02584;Готска-Сандун;Швеция;58,40;19,20;12;0;Gotska Sandon
02586;Харстена;Швеция;58,25;17,00;7;0;Harstena
02587;Фааройзунд;Швеция;57,91;18,95;12;0;Faaroesund-Ar
02589;Готска Сандён;Швеция;58,39;19,19;16;0;Gotska Sandoen
02590;Висбю;Швеция;57,66;18,35;51;0;Visby Flygplats
02595;Рома;Швеция;57,54;18,42;35;0;Roma
02598;Квестергарнсхольм;Швеция;57,44;18,98;5;0;Oestergarnsholm
02602;Халландсасен;Швеция;56,40;12,94;140;0;Hallandsasen
02603;Броен;Швеция;56,86;12,66;47;0;Broen
02605;Халландс-Вадеро;Швеция;56,44;12,54;10;0;Hallands Vadero
02607;Ангелхольм-Баркакра;Швеция;56,29;12,84;18;0;Angelholm-Barkakra
02609;Рунге;Швеция;55,47;13,66;50;0;Rynge
02611;Хельсингборг;Швеция;56,03;12,76;43;0;Helsingborg
02614;Оскаргрундет;Швеция;55,60;12,85;;0;Oskarsgrundet
02615;Фалстербо;Швеция;55,38;12,81;1;0;Falsterbo
02616;Фалстербо;Швеция;55,38;12,81;3;0;Falsterbo
02618;Торуп;Швеция;56,94;13,06;132;0;Torup
02620;Торуп;Швеция;56,96;13,06;85;0;Torup
02622;Люнгби;Швеция;56,85;13,88;148;0;Ljungby
02623;Хёрби;Швеция;55,86;13,66;113;0;Hoerby
02625;Скиллинг;Швеция;55,48;14,31;4;0;Skillinge
02628;Хано;Швеция;56,01;14,84;60;0;Hano
02629;Хастведа;Швеция;56,27;13,93;102;0;Hastveda
02630;Люнгбихед;Швеция;56,08;13,23;43;0;Ljungbyhed
02632;Утклиппан;Швеция;55,95;15,70;2;0;Utklippan
02633;Лунд;Швеция;55,71;13,21;86;0;Lund
02635;Мальмё;Швеция;55,57;13,07;19;0;Malmo
02636;Малмо-Стуруп;Швеция;55,52;13,37;72;0;Malmo-Sturup
02643;Векшё;Швеция;56,92;14,73;182;0;Vaxjo
02644;Оландс-Содра-Удде;Швеция;56,19;16,40;1;0;Olands Sodra Udde
02646;Оландсборн (Лаага);Швеция;56,66;16,46;;0;Oelandsbron (Laaga)
02648;Ваксё;Швеция;56,84;14,83;198;0;Vaxjo
02652;Кристианстад;Швеция;56,02;14,10;10;0;Kristianstad
02661;Коста;Швеция;56,84;15,47;230;0;Kosta
02664;Роннебю-Бредакра;Швеция;56,26;15,26;58;0;Ronneby-Bredakra
02665;Карлскрона;Швеция;56,10;15,62;8;0;Karlskrona
02667;Содерстьерна;Швеция;56,14;15,58;2;0;Soderstjerna
02670;Кальмар;Швеция;56,68;16,30;6;0;Kalmar
02679;Хобург А;Швеция;56,92;18,15;34;0;Hoburg A
02680;Хобург;Швеция;56,92;18,15;40;0;Hoburg
02701;Килписъяарви Саана;Финляндия;69,05;20,85;1007;1;Kilpisjarvi Saana
02702;Инари Каманен;Финляндия;69,13;27,26;156;1;Inari Kaamanen
02703;Эспо;Финляндия;60,20;24,75;31;1;Espoo
02704;Хатула Лепа;Финляндия;61,11;24,33;87;1;Hattula Lepaa
02705;Пелкосениеми Пихатунтури;Финляндия;67,01;27,21;491;1;Pelkosenniemi Pyhatunturi
02706;Лохья Порла;Финляндия;60,25;24,04;37;1;Lohja Porla
02710;Весанто;Финляндия;62,95;26,39;127;1;Vesanto
02711;Васа;Финляндия;63,09;21,61;15;1;Vasa
02714;Вала Пелсо;Финляндия;64,48;26,46;115;1;Vaala Pelso
02715;Хиринсалми Китомаки;Финляндия;64,83;28,23;320;1;Hyrynsalmi Kytomaki
02716;Рануа;Финляндия;65,93;26,51;154;1;Ranua
02717;Китила Покка;Финляндия;68,16;25,76;272;1;Kittila Pokka
02719;Соданкила Лока;Финляндия;67,81;27,75;243;1;Sodankyla Lokka
02721;Кокола Танкар;Финляндия;63,95;22,85;5;1;Kokkola Tankar
02722;Инари Саариселька;Финляндия;68,41;27,41;320;1;Inari Saariselka
02723;Китила Левитунтури;Финляндия;67,78;24,85;524;1;Kittila Levitunturi
02724;Лумпарланд Лангнас Харбор;Финляндия;60,11;20,29;11;1;Lumparland Langnas Harbour
02725;Халсуа Канала Пурола;Финляндия;63,45;24,45;153;1;Halsua Kanala Purola
02726;Енонтекио Накала;Финляндия;68,59;23,58;377;1;Enontekio Nakkala
02727;Асикала Пулкиланхарю;Финляндия;61,26;25,51;80;1;Asikkala Pulkkilanharju
02728;Таипалсари Киланиеми;Финляндия;61,29;28,18;86;1;Taipalsaari Kylaniemi
02729;Ямса Химос;Финляндия;61,88;25,33;205;1;Jamsa Himos
02730;Савонлина Рунавуори;Финляндия;61,83;28,85;155;1;Savonlinna Ruunavuori
02731;Пумала;Финляндия;61,53;28,20;125;1;Puumala
02732;Куопио;Финляндия;62,79;27,89;86;1;Kuopio
02733;Еутсено Конунсуо;Финляндия;61,03;28,56;46;1;Joutseno Konnunsuo
02734;Парикала Коитсанлахти;Финляндия;61,45;29,46;74;1;Parikkala Koitsanlahti
02735;Вират Аиянева;Финляндия;62,33;23,54;138;1;Virrat Aijanneva
02736;Юва Партала;Финляндия;61,89;27,88;110;1;Juva Partala
02737;Тохолампи Лаитала;Финляндия;63,81;24,16;83;1;Toholampi Laitala
02738;Пихаярви Оякила;Финляндия;63,73;25,70;152;1;Pyhajarvi Ojakyla
02739;Соткамо Куоланиеми;Финляндия;64,11;28,35;161;1;Sotkamo Kuolaniemi
02740;Торнио Лиака;Финляндия;65,88;24,26;8;1;Tornio Liakka
02741;Йомала;Финляндия;60,18;19,98;11;1;Jomala
02743;Драгсф Ярд Вано;Финляндия;59,86;22,20;8;1;Dragsf Jard Vano
02745;Сала Наруська;Финляндия;67,16;29,18;213;1;Salla Naruska
02746;Ханко Тулиниеми;Финляндия;59,81;22,91;11;1;Hanko Tulliniemi
02747;Турку;Финляндия;60,38;22,10;4;1;Turku
02750;Ханко Твармине;Финляндия;59,84;23,25;3;1;Hanko Tvarminne
02751;Пори;Финляндия;61,63;21,38;3;1;Pori
02752;Кристинанкаупунгин Маяка;Финляндия;62,20;21,16;22;1;Kristiinankaupungin Majakka
02753;Канканпа Нинисало;Финляндия;61,83;22,46;122;1;Kankaanpaa Niinisalo
02754;Хаменлина Катинен;Финляндия;61,00;24,50;87;1;Hameenlinna Katinen
02755;Юливиеска а/п;Финляндия;64,03;24,71;76;1;Ylivieska Airfield
02756;Сало Карка;Финляндия;60,36;23,11;3;1;Salo Karkka
02757;Тамисари Юсаро;Финляндия;59,81;23,58;15;1;Tammisaari Jussaro
02758;Вихти Масоя;Финляндия;60,41;24,39;42;1;Vihti Maasoja
02759;Порвоо;Финляндия;60,38;25,61;22;1;Porvoo
02760;Куусамо Рука Талвиярви;Финляндия;66,17;29,13;305;1;Kuusamo Ruka Talvijarvi
02761;Раума Килмапихлая;Финляндия;61,15;21,29;4;1;Rauma Kylmapihlaja
02762;Кокемаки Пеипохья Хиркола;Финляндия;61,26;22,25;37;1;Kokemaki Peipohja Hyrkola
02763;Тампере;Финляндия;61,46;23,75;85;1;Tampere
02764;Киттила Ломполонвуома;Финляндия;67,99;24,20;270;1;Kittila Lompolonvuoma
02765;Луханка Юдинсало;Финляндия;61,70;25,51;81;1;Luhanka Judinsalo
02766;Иломантси Потсонвара;Финляндия;63,15;31,04;235;1;Ilomantsi Potsonvaara
02767;Ламми Биологинен Асема;Финляндия;61,04;25,04;125;1;Lammi Biologinen Asema
02768;Хеинола Плаани;Финляндия;61,21;26,04;100;1;Heinola Plaani
02769;Каухаеки Куя-Коко;Финляндия;62,41;22,18;93;1;Kauhajoki Kuja-Kokko
